NOMBRE_DEL_SOLISTA_DE_LA_BANDA;GENERO;ESTILO;FECHA_INSCRIPCION;LINK_FACEBOOK;LINK_TWITTER;OTRAS_REDES;DISCOS;LINK_VIDEOCLIP;VIDEO_EN_VIVO;BARRIO;CANTIDAD_DE_INTEGRANTES
INFRAMINCE;ROCK ;;18/05/14;HTTPS://FACEBOOK.COM/PAGES/INFRAMINCE/309727152464084;HTTPS://TWITTER.COM/INFRAMINCEBANDA;WWW.INFRAMINCE.WEBS.COM;CENIZAS (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=RYCXLY8FHZ0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=FGWAVWNCXPU;;MONTE GRANDE;4
RIZOMANTE;FOLKLORE ;LATINOAMERICANO;17/05/14;;HTTPS://TWITTER.COM/RIZOMANTE;HTTPS://SOUNDCLOUD.COM/RIZOMANTE , HTTPS://SOUNDCLOUD.COM/RIZOMANTE , WWW.RIZOMANTE.COM.AR;TRAVESIA POR LAS VENAS (2013) , CUENTOS EN LA MEMORIA (2004);HTTPS://WWW.YOUTUBE.COM/WATCH?V=C4XXOOYUBT4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=MGQQ_8V3XE4;HTTPS://WWW.YOUTUBE.COM/WATCH?V=AYSRHSP1GI4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=GU6QMAUXM38;NUÑEZ;3
AQUALACTICA;INDIE ;;17/05/14;HTTPS://FACEBOOK.COM/AQUALACTICA;;WWW.SOUNDCLOUD.COM/AQUALACTICA , WWW.AQUALACTICA.COM;EL MAR DEL TIEMPO (2010) , EL ULTIMO SUEÑO DEL GUARDIAN DE LOS CAÑONES DEL SOL (2009);HTTP://WWW.YOUTUBE.COM/WATCH?V=TOUBSDSVJTE , HTTP://WWW.YOUTUBE.COM/WATCH?V=XJH-OISLZ1A;HTTP://WWW.YOUTUBE.COM/WATCH?V=FHM9DMLNGCW , HTTP://WWW.YOUTUBE.COM/WATCH?V=MUAYALGYEWA;NUÑEZ;5
IRREAL;ROCK ;HARD ROCK;17/05/14;;;HTTPS://WWW.FACEBOOK.COM/IRREALWEB;;HTTP://WWW.YOUTUBE.COM/WATCH?V=AFSBWERIAY4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=PZO2ECEYZ1U , HTTPS://WWW.YOUTUBE.COM/WATCH?V=YNIAZQQTABO;HTTP://WWW.YOUTUBE.COM/WATCH?V=H4_JCS78XQA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=IGROHIYTAVU , HTTPS://WWW.YOUTUBE.COM/WATCH?V=P3BIMVIKXXU;VILLA LURO;5
CORPORAL MOORE;POP ;;16/05/14;HTTPS://FACEBOOK.COM/CORPORALMOORE;HTTPS://TWITTER.COM/CORPORAL_MOORE;HTTP://CORPORALMOORE.BANDCAMP.COM/ , HTTPS://SOUNDCLOUD.COM/CORPORALMOORE , WWW.CORPORALMOORE.COM;TRIPPER (2013);HTTP://WWW.YOUTUBE.COM/WATCH?V=YY1OXWGUF78;HTTP://WWW.YOUTUBE.COM/WATCH?V=ERZFGJR2K98 , HTTP://WWW.YOUTUBE.COM/WATCH?V=YSMPPV0TVLA;AGRONOMIA;4
DOPAMINAS;ROCK ;POWER TRIO;16/05/14;HTTPS://FACEBOOK.COM/LOSDOPAMINAS;;HTTP://DOPAMINAS.BANDCAMP.COM/RELEASES;;;HTTPS://VIMEO.COM/95080424;AGRONOMIA;3
VERSION DELUXE;ROCK ;ROCK POP;16/05/14;;;SOUNDLOU.COM/VERSIONDELUXE;;;HTTP://YOUTU.BE/6XQE1V0WXJA;MERLO;2
DESTIEMPO;ROCK ;;16/05/14;HTTPS://FACEBOOK.COM/DESTIEMPOBAND;HTTPS://TWITTER.COM/DESTIEMPOROCK;HTTP://YOUTUBE.COM/DESTIEMPOROCK , HTTP://PLUS.GOOGLE.COM/+DESTIEMPOAR , DESTIEMPOROCK.COM;DESTIEMPO (2014);HTTP://YOUTU.BE/CN76TV-ORHS;HTTP://YOUTU.BE/OAA8AQ8HHQE , HTTP://YOUTU.BE/GTI-0T58XZ0;VILLA BALLESTER;6
PERRA COSTUMBRE;SKA / REGGAE ;;16/05/14;;HTTPS://TWITTER.COM/PERRACOSTUMBRE;WWW.PERRACOSTUMBRE.COM.AR;SIGUIENDO AL SOL (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=OR7C9TXQVNQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DXEV_CWJNTA;;LA PLATA;10
MADER FANKY;FUNK ;;15/05/14;;;HTTPS://SOUNDCLOUD.COM/MADERFANKY , HTTPS://WWW.FACEBOOK.COM/MADERFANKY;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ID0ZUB_V_FA;CONSTITUCION;5
SATELIER;ROCK ;ROCK ALTERNATIVO;15/05/14;HTTPS://FACEBOOK.COM/SATELIER;HTTPS://TWITTER.COM/SATELIEROFICIAL;HTTP://SATELIERWEB.COM.AR/;AYER ES HOY (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=WSMYC46RVOW;HTTPS://WWW.YOUTUBE.COM/WATCH?V=XZ-NIRYNCNY;COGHLAN;5
JUEGO VIVO;ROCK ;ROCK POP;15/05/14;HTTPS://FACEBOOK.COM/JUEGOVIVOMUSICA;;;VIEJITO (2013) , JUEGO VIVO (2002);;HTTP://WWW.YOUTUBE.COM/WATCH?V=UP0UB9O5UAI;BERNAL;3
HIRAM;ROCK ;ROCK PROGRESIVO;15/05/14;HTTPS://FACEBOOK.COM/LOSHIRAM;HTTPS://TWITTER.COM/HIRAMMUSICA;WWW.FACEBOOK.COM/HIRAMMUSICA;LOS REMEDIOS (2012);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=VMN_GNLNT6K , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HCKHACM9MS8;VELEZ SARSFIELD;4
DELTA MEJANA;ROCK ;;15/05/14;;;HTTP://DELTAMEJANA.BANDCAMP.COM/;LEJOS DEL MIEDO (2011) , SOBRIO Y NATURAL (2007);HTTP://WWW.YOUTUBE.COM/WATCH?V=4WGFDMWGRMI , HTTP://WWW.YOUTUBE.COM/WATCH?V=UOVJGZBZDUQ;HTTP://WWW.YOUTUBE.COM/WATCH?V=PJNBNAQGK0S , HTTP://VIMEO.COM/45406816;LA PLATA;4
LA MAGNISIMA GRONDA;FOLKLORE ;FOLKLORE FUSION;14/05/14;;;;VOLUMEN 1 (2013);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=IJWUVJZXUPU , HTTPS://WWW.YOUTUBE.COM/WATCH?V=QEXP90PTMC8;SAN ISIDRO;6
ALEJANDRO PAULO;INSTRUMENTAL ;;14/05/14;;;;EVOLUCION (2013);;;SAN NICOLAS;1
CUERO DE VACA;ROCK ;POWER TRIO;14/05/14;HTTPS://FACEBOOK.COM/CUERPO.ROCK;;HTTPS://WWW.FACEBOOK.COM/CUERODEVACA;;HTTP://WWW.YOUTUBE.COM/WATCH?V=R5AAEP2YGWM;HTTP://WWW.YOUTUBE.COM/WATCH?V=N1IVTZNAHCW;BELLA VISTA;3
WALIBOO;ROCK ;ROCK ALTERNATIVO;14/05/14;;HTTPS://TWITTER.COM/WALIBOOBAND;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=FCGAVEE_ANK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=BGVSLWCWVDU;CHACARITA;4
DELTA MEJANA;ROCK ;;14/05/14;HTTPS://FACEBOOK.COM/DELTA.MEJANA;;HTTP://DELTAMEJANA.BANDCAMP.COM/;LEJOS DEL MIEDO (2011) , SOBRIO Y NATURAL (2007);HTTP://WWW.YOUTUBE.COM/WATCH?V=4WGFDMWGRMI , HTTP://WWW.YOUTUBE.COM/WATCH?V=UOVJGZBZDUQ;HTTP://WWW.YOUTUBE.COM/WATCH?V=PJNBNAQGK0S , HTTP://VIMEO.COM/45406816;LA PLATA;4
ORFEO VUELVE;ROCK ;;14/05/14;;HTTPS://TWITTER.COM/ORFEOVUELVE;WWW.ORFEOVUELVE.BANDCAMP.COM , WWW.SOUNDCLOUD.COM/ORFEOVUELVE;ORFEO (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=LSN9S8BS4C0;HTTPS://WWW.YOUTUBE.COM/WATCH?V=I5SL231VY8U&LIST=PLDCZFPUJZ6WE1A8LATYUPYEBBOACZHFQX , HTTPS://WWW.YOUTUBE.COM/WATCH?V=PV4QLRMNHQQ;LA PLATA;4
POWERDACK;POP ;POP ROCK;13/05/14;HTTPS://FACEBOOK.COM/POWERDACK;HTTPS://TWITTER.COM/THEPATOS;SOUNDCLOUD.COM/POWERDACK , WWW.POWERDACK.COM.AR;PATOLOGIA #1 (EP) (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=9X_BIAZTCVO , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DYN9QFFJHKQ;HTTPS://WWW.YOUTUBE.COM/WATCH?V=3-VH0BA5HU8 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=7KBSNLM6DZG;NUÑEZ;5
ALMA PUEBLO;ROCK ;HARD ROCK;13/05/14;HTTPS://FACEBOOK.COM/ALMAPUEBLO.ROCK;;;;;;CONSTITUCION;4
XERO;ROCK ;ROCK ALTERNATIVO;13/05/14;;;;XERO (2012);;HTTP://WWW.YOUTUBE.COM/WATCH?V=YNHKWCJADXQ;CONSTITUCION;4
BLOODY MARY;ROCK ;;13/05/14;;HTTPS://TWITTER.COM/BLOODY_OFICIAL;HTTP://WWW.REVERBNATION.COM/BLOODYMARYOFICIAL/ , HTTP://BLOODYMARYROCK.COM/;INSTINTO ANIMAL (2013);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=0ALBAAL3LUS;BALVANERA;1
INDIO SALVAJE;ROCK ;;13/05/14;HTTPS://FACEBOOK.COM/INDIO.SALVAJE;;WWW.FACEBOOK.COM/FEDERICOGASTON.CASTAGNINOSA;DESDE EL LADO DE LA OSCURIDAD (2012);;;MONTE CASTRO;3
PARAPIPOU;SKA / REGGAE ;;13/05/14;HTTPS://FACEBOOK.COM/PARAPIPOU;HTTPS://TWITTER.COM/PARAPIPOU;WWW.PARAPIPOU.COM;ARMA DE CONSTRUCCION MASIVA (2013) , VIRUS PLANETARIO (2011);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=UEEEK_GRLTO;BOEDO;12
VENTOUSA WINS;SOLISTA ;;13/05/14;HTTPS://FACEBOOK.COM/VENTOUSAWINS;HTTPS://TWITTER.COM/VENTOUSAWINS;HTTP://WWW.YOUTUBE.COM/VENTOUSAWINS , HTTP://WWW.INSTAGRAM.COM/VENTOUSAWINS , HTTP://WWW.VENTOUSAWINS.COM.AR/;NAVEGANDO EN CEMENTO (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=AVXB7XQMSKW , HTTPS://WWW.YOUTUBE.COM/WATCH?V=O8BX8HESBYK;;BELGRANO;1
LYNX;INDIE ;;12/05/14;;HTTPS://TWITTER.COM/LYNXINDIE;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCS807PP8EXVXGJZ4GE1B7A , HTTPS://WWW.FACEBOOK.COM/LYNX.INDIEROCK/;LYNX (2014);HTTP://WWW.YOUTUBE.COM/WATCH?V=NPEZ9WXWVO8;HTTP://WWW.YOUTUBE.COM/WATCH?V=N32JDFSGEP4;CITY BELL;5
MAMMARAYOS;INDIE ;;12/05/14;HTTPS://FACEBOOK.COM/MAMMARAYOS;HTTPS://TWITTER.COM/MAMMARAYOS;WWW.MAMMARAYOS.COM.AR;DESPERTAR (2013) , MAMMARAYOS (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=0DH1SGZY32G;HTTPS://WWW.YOUTUBE.COM/WATCH?V=Y68R5BDV99O;MATADEROS;4
TSV;METAL / HEAVY ;;12/05/14;HTTPS://FACEBOOK.COM/PAGES/THE-SVIRGUERS/120611467954931;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=GBEXLCFJ0NW , HTTPS://WWW.YOUTUBE.COM/WATCH?V=LZRGHFCUMHE;SAN MARTIN;4
LEITMOTIV;POP;;12/05/14;HTTPS://FACEBOOK.COM/LEITMOTIVBANDA;HTTPS://TWITTER.COM/LEITMOTIVBANDA;WWW.SOUNDCLOUD.COM/LEITMOTIVBANDA , WWW.LEITMOTIV.COM.AR;AL LIMITE DE LA FANTASIA (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=7IX5HHMAJGK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=LNF1L4ZMQHI;;VICENTE LOPEZ;5
GOTHA;ROCK ;HARD ROCK;12/05/14;;;;AQUELLOS TIEMPOS (2012);HTTP://WWW.YOUTUBE.COM/WATCH?V=PX-EE6VCBXA&LIST=UUZFZFGEA9ANMK3P2XRWDV1W;HTTP://WWW.YOUTUBE.COM/WATCH?V=IZA7XCTQR9M;BOEDO;5
PORTOVINTAGE;ROCK ;HARD ROCK;12/05/14;HTTPS://FACEBOOK.COM/PORTOVINTAGE;HTTPS://TWITTER.COM/PORTOVINTAGE;HTTP://WWW.PUREVOLUME.COM/PORTOVINTAGE;PIÑA EN EL OCICO (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=MFCPX1ML1J0;HTTPS://WWW.YOUTUBE.COM/WATCH?V=QRCPQVJTAUK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=Y08GFDDFH9K;CONSTITUCION;3
PUEBLO MESTIZO;ROCK ;HARD ROCK;12/05/14;;HTTPS://TWITTER.COM/PUEBLOMESTIZO;WWW.PUEBLOMESTIZO.COM.AR;"""MAQUINAS DEL TIEMPO"" (2013)";;HTTP://WWW.YOUTUBE.COM/WATCH?V=1B1F68GNWNA , HTTP://WWW.YOUTUBE.COM/WATCH?V=AUCBBGSSAMS;JUNIN;4
RUBACAVA;ROCK ;POWER TRIO;12/05/14;HTTPS://FACEBOOK.COM/RUBACAVA.BANDA;;RUBACAVAROCK.BANDCAMP.COM , HTTPS://WWW.FACEBOOK.COM/RUBACAVA.BANDA;RUBACAVA EP (2013);HTTPS://WWW.YOUTUBE.COM/WATCH?V=U1BTJC1DDKO;;RAMOS MEJIA;3
GEMMA;ROCK ;ROCK ALTERNATIVO;12/05/14;HTTPS://FACEBOOK.COM/GEMMABANDA;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=7NZSXB3J1JM , HTTPS://WWW.YOUTUBE.COM/WATCH?V=DVLB9IBJ4ZG;HTTPS://WWW.YOUTUBE.COM/WATCH?V=VE5BLQ4JHDS , HTTPS://WWW.YOUTUBE.COM/WATCH?V=1241GKXGW98;MENDOZA;5
INFAUSTOS;ROCK ;ROCK ALTERNATIVO;12/05/14;HTTPS://FACEBOOK.COM/INFAUSTOS.MUSIC;;WWW.YOUTUBE.COM/USER/INFAUSTOSMUSIC , INFAUSTOS.BANDCAMP.COM;SESIONES DOS (2013) , SESIONES UNO (2012);;HTTP://YOUTU.BE/XQ1E-ASEOYC , HTTP://YOUTU.BE/N6MOGIAQHVU;AGRONOMIA;3
JUNIOR;ROCK ;ROCK ALTERNATIVO;12/05/14;HTTPS://FACEBOOK.COM/ELFINDELAMUSICA;;HTTP://MUSICADEJUNIOR.BANDCAMP.COM/;SI, ESTOY HABLANDOTE A VOS (2013) , ALGO RESPIRA POR MI (VERSION AUSTRALIA) (2012) , ALGO RESPIRA POR MI (2011);HTTPS://WWW.YOUTUBE.COM/WATCH?V=L_I-E7BKWOK&FEATURE=YOUTUBE_GDATA_PLAYER;HTTPS://WWW.YOUTUBE.COM/WATCH?V=L_I-E7BKWOK&FEATURE=YOUTUBE_GDATA_PLAYER;MONTE CASTRO;3
MANAGER CAPITALISTA;ROCK ;ROCK ALTERNATIVO;12/05/14;HTTPS://FACEBOOK.COM/MANAGERCAPITALISTA;HTTPS://TWITTER.COM/MANCAPITALISTA;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=YMGVDZ-GTS4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=URQQWRCP0VA;SAN JUAN;5
DIVINIDAD CIEGA;ROCK ;ROCK POP;12/05/14;;;;CRONICAS (2014) , SITUACIONES (2008) , LAZOS SINFONICOS (2007);HTTPS://WWW.YOUTUBE.COM/WATCH?V=TF5NH7ZHEZC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=7PIJHPKBVYC&FEATURE=YOUTU.BE;VILLA ADELINA;5
NAVE FUGA;ROCK ;ROCK PROGRESIVO;12/05/14;HTTPS://FACEBOOK.COM/PAGES/NAVE-FUGA/458491547583100;;HTTPS://MYSPACE.COM/NAVEFUGA , HTTPS://ESES.FACEBOOK.COM/NAVE.FUGA;;;HTTP://WWW.YOUTUBE.COM/WATCH?V=VGGBPZ9JZS4;VILLA LUGANO;5
DIATRIBA;ROCK ;;12/05/14;;HTTPS://TWITTER.COM/DIATRIBA_ROCK;WWW.DIATRIBAROCK.COM.AR;ESTADO ALFA (2014);;HTTPS://WWW.YOUTUBE.COM/WATCH?V=EF6WD7MEB00 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=YE5V3XJ9EAK;;4
EL MIRADOR;ROCK ;;12/05/14;;HTTPS://TWITTER.COM/ELMIRADOROK;WWW.ELMIRADORROCK.COM.AR;TVO NO TV (2013) , DESDE UN COMIENZO (2012);HTTP://WWW.YOUTUBE.COM/WATCH?V=RDPDBAMHYVO;HTTP://WWW.YOUTUBE.COM/WATCH?V=CUTDDYMWXXE;VILLA CRESPO;5
LOS SOLITARIOS;ROCK ;;12/05/14;;;WWW.LOSSOLITARIOSROCK.COM.AR;;;HTTP://YOUTU.BE/H73QJGKCS4U;JOSE C PAZ;7
PSICO SURFERS;ROCK ;;12/05/14;;;SOUNDCLOUD.COM/PSICOSURFERS;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=UJGKO7BHMCQ;TRES DE FEBRERO;4
LO JUSTO Y BOCA SECA;SKA / REGGAE ;;12/05/14;;HTTPS://TWITTER.COM/LOJUSTOBOCASECA;;;HTTP://WWW.YOUTUBE.COM/WATCH?V=I_KNWKBUJJ8 , HTTP://WWW.YOUTUBE.COM/WATCH?V=YAELQFBAP0M;HTTP://WWW.YOUTUBE.COM/WATCH?V=KXYBRL-87A4 , HTTP://WWW.YOUTUBE.COM/WATCH?V=UM4CQDOZT9W;VILLA MERCEDES, SAN LUIS;6
SEÑORES DE POCA LEY;INDIE ;;11/05/14;HTTPS://FACEBOOK.COM/DEPOCALEY;HTTPS://TWITTER.COM/DEPOCALEY;DEPOCALEY.COM.AR;EL GLAMOUR DETRAS DEL GLAMOUR (2014) , LOS DIAS SON SEGUNDOS (2012);HTTPS://WWW.YOUTUBE.COM/WATCH?V=Z9PXTXFUVQC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=2XQ2PKQXLYU , HTTPS://WWW.YOUTUBE.COM/WATCH?V=27O833C883A;AVELLANEDA;5
LENGUA MADRE;ROCK ;ROCK ALTERNATIVO;11/05/14;;;;;;;BOEDO;4
TIRANOS;ROCK ;ROCK POP;11/05/14;HTTPS://FACEBOOK.COM/TIRANOSOFICIAL;;WWW.SOUNDCLOUD.COM/TIRANOS;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=DHYNZP-WAIK;HTTPS://WWW.YOUTUBE.COM/WATCH?V=MFUSICOD1XQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=SCNWJEXKQ1A;BARRACAS;4
AIREPROFUNDO;SKA / REGGAE ;;11/05/14;HTTPS://FACEBOOK.COM/AIREPROFUND;;HTTPS://WWW.YOUTUBE.COM/AIREPROFUNDO;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=6XDPLRJP7XG&LIST=UUJESJ08S0GWPNZ_B60QPLUA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=EG58U8NQQK8&LIST=UUJESJ08S0GWPNZ_B60QPLUA;LA MATANZA;8
OTEÑO PORTOÑO SEPTETO;TANGO;;11/05/14;;;HTTPS://SOUNDCLOUD.COM/OTEOPORTOO;;HTTP://WWW.YOUTUBE.COM/WATCH?V=JQETPMF7O-Y;HTTP://WWW.YOUTUBE.COM/WATCH?V=G2EZIV5YVQQ;AGRONOMIA;7
JABLEACH;INDIE ;;10/05/14;HTTPS://FACEBOOK.COM/JABLEACH;HTTPS://TWITTER.COM/JABLEACHOFICIAL;SOUNDCLOUD.COM/JABLEACH;E.P TURN ON THE STEREO (2010);HTTP://VIMEO.COM/64356361;HTTPS://WWW.YOUTUBE.COM/WATCH?V=VW_5RQ0ULRK , HTTPS://WWW.YOUTUBE.COM/WATCH?V=SQBYUC02RUA;LA PLATA;2
MERO;ROCK ;ROCK POP;10/05/14;HTTPS://FACEBOOK.COM/PAGES/MERO/154125734627367;HTTPS://TWITTER.COM/MEROMDQ;HTTPS://SOUNDCLOUD.COM/MEROMDQ , WWW.MERO.ME;;HTTP://WWW.YOUTUBE.COM/WATCH?V=KKZGMJSOCTM , HTTP://WWW.YOUTUBE.COM/WATCH?V=QSTDYGRRRYU;HTTP://WWW.YOUTUBE.COM/WATCH?V=CQCTFQCSGRC , HTTP://WWW.YOUTUBE.COM/WATCH?V=AQ44_GVQEGQ;MAR DEL PLATA;5
SOUL PARKING;FUNK ;;09/05/14;HTTPS://FACEBOOK.COM/SOULPARKINGMUSIC;HTTPS://TWITTER.COM/PARKINGSOUL;HTTPS://SOULPARKING.BANDCAMP.COM/ , WWW.SOULPARKING.COM.AR;HABITAT (2012);HTTPS://WWW.YOUTUBE.COM/WATCH?V=PJQX0EZZFF4 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=YA7IWMQNEEC;HTTPS://WWW.YOUTUBE.COM/WATCH?V=TBT0LHSGSFM;NUÑEZ;4
REINA LILITH;ROCK ;GRUNGE;09/05/14;;;HTTP://WWW.ELSONAR.COM.AR/REINA_LILITH;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=CHQBZRJCEDI , HTTPS://WWW.YOUTUBE.COM/WATCH?V=-OYV-D-8MJI;HTTPS://WWW.YOUTUBE.COM/WATCH?V=RJBYYXCVTCC , HTTPS://WWW.YOUTUBE.COM/WATCH?V=4AVLBGWZQEE;GREGORIO DE LAFERRERE;3
TODAVIA NO SE;ROCK ;GRUNGE;09/05/14;;;;SEIS MANERAS DIFERENTES DE ENTENDER LA VULGARIDAD (2013);HTTP://YOUTU.BE/RSBPRNN7OS8 , HTTP://YOUTU.BE/TFHOZBWXBLI;;CONSTITUCION;4
SEWER;ROCK ;HARD ROCK;09/05/14;HTTPS://FACEBOOK.COM/SEWERROCK;HTTPS://TWITTER.COM/SEWERROCK;TARINGA.NET/SEWERROCK , TARINGA.NET/SEWERROCK , WWW.SEWERROCK.COM.AR;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=AJRZAC7X6IC , HTTPS://WWW.YOUTUBE.COM/WATCH?V=NHHKNNNNE0K;HTTPS://WWW.YOUTUBE.COM/WATCH?V=BL_ETS4GLII;NUÑEZ;5
COLISEO ROCK DE ACA;ROCK ;ROCK POP;09/05/14;HTTPS://FACEBOOK.COM/COLISEOBAND;HTTPS://TWITTER.COM/COLISEOROCK;WWW.COLISEOROCK.COM.AR;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=ME1MR9BWP00 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=GLHTSSYRUYO;SAN CRISTOBAL;5
EL FUEGO EN CAMINO;ROCK ;ROCK POP;09/05/14;HTTPS://FACEBOOK.COM/PAGES/EL-FUEGO-EN-CAMINO/490988557592043;HTTPS://TWITTER.COM/AVECESNUBLADO;HTTP://2208.BANDCAMP.COM/;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=2SEGMVUNMVW;;NUÑEZ;3
MEDIA OCTAVA;ROCK ;ROCK PROGRESIVO;09/05/14;HTTPS://FACEBOOK.COM/MEDIA.OCTAVA.ROCK;HTTPS://TWITTER.COM/MEDIAOCTAVA;HTTPS://MEDIAOCTAVA.BANDCAMP.COM;ANACRONICO (2014);HTTPS://WWW.YOUTUBE.COM/WATCH?V=5PHLACCIUE0 , HTTPS://WWW.YOUTUBE.COM/WATCH?V=1IUAWGJTGKQ;HTTPS://WWW.YOUTUBE.COM/WATCH?V=OVOVROXSZTQ , HTTPS://WWW.YOUTUBE.COM/WATCH?V=T31FHEHTGJU;ALMAGRO;4
BACANAL VUDU;ROCK ;;09/05/14;HTTPS://FACEBOOK.COM/BACANALVUDU;;HTTP://BACANALVUDU.BANDCAMP.COM/;CIRCO BACANAL (2012) , EP GRITA (2010);HTTPS://WWW.YOUTUBE.COM/WATCH?V=-L4RXQRCKAA , HTTPS://WWW.YOUTUBE.COM/WATCH?V=WANCZ57DYJS;HTTPS://WWW.YOUTUBE.COM/WATCH?V=48DLFTL0E3A , HTTPS://WWW.YOUTUBE.COM/WATCH?V=TU2DETE1A-Y;MONSERRAT;5
PULPOS EN EL PARQUE;FUNK;;08/05/14;HTTPS://FACEBOOK.COM/PULPOSENELPARQUEFUNK;HTTPS://TWITTER.COM/PULPOSPARQUE;HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCK08GJQ9RXGWQ4X4NZAJKQ , HTTPS://WWW.YOUTUBE.COM/CHANNEL/UCK08GJQ9RXGWQ4X4NZAJKQ , HTTP://PULPOSENELPARQUE.COM;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=XL0JUMLDZFG , HTTPS://WWW.YOUTUBE.COM/WATCH?V=QJLUTAHOWZU;BELGRANO;6
FLICKERS;POP;;08/05/14;HTTPS://FACEBOOK.COM/FLICKERSROCK;HTTPS://TWITTER.COM/FLICKERSROCK;HTTPS://SOUNDCLOUD.COM/FLICKERSROCK , HTTP://FLICKERSROCK.BLOGSPOT.COM.AR/ , HTTP://FLICKERSROCK.WIX.COM/FLICKERSROCK;EN SINCRO (2013) , MILAGRO UNIVERSAL (2008);;;BOEDO;4
UNLEASHED LION;ROCK ;GRUNGE;08/05/14;HTTPS://FACEBOOK.COM/UNLEASHED.L;;;;;HTTPS://WWW.YOUTUBE.COM/WATCH?V=EYCU4WMMZJA;PUERTO MADERO;4
LAVALLEJA Y LOS JINETES DEL DESIERTO;ROCK ;HARD ROCK;08/05/14;HTTPS://FACEBOOK.COM/LAVALLEJAROCK;HTTPS://TWITTER.COM/LAVALLEJA;HTTPS://SOUNDCLOUD.COM/DIEGOCASALE/SETS/LAVALLEJAYLOSJINETESDEL , HTTP://WWW.LAVALLEJAROCK.COM.AR/;AVE ROCK (2012) , LAS HERIDAS DE LA LUNA (2011) , SINREFUGIOS (2007) , LAVALLEJA Y LOS JINETES DEL DESIERTO (DEMO) (2004);HTTPS://WWW.YOUTUBE.COM/WATCH?V=1AJ2KHTIEME , HTTPS://WWW.YOUTUBE.COM/WATCH?V=HXWDFSTNFIE;HTTPS://WWW.YOUTUBE.COM/WATCH?V=O7QF-VCGUGO , HTTPS://WWW.YOUTUBE.COM/WATCH?V=U4QXAZB-AP8;NUÑEZ;4
CINCO NOTAS;FUNK;;07/05/14;HTTPS://FACEBOOK.COM/CINCONOT.AR;;;EP - DEMO (2013);;;AGRONOMIA;9
ELOY OLIVEIRA;INSTRUMENTAL ;;07/05/14;HTTPS://FACEBOOK.COM/ELOYRICARDOOLIVEIRA;;WWW.ELOYOLIVEIRA.COM;BURN IN FLAMES (2012);;HTTP://WWW.YOUTUBE.COM/WATCH?V=IY9U_FCJIYQ;ALMAGRO;1
